Method name: Clare_Fluorescein_calibration_230919 (Modified),,,,,,,,,,
Application: SparkControl,,,,V2.3,,,,,,
Device: Spark,,,,Serial number: 1806012423,,,,,,
Firmware:,,,,LUM:V5.2.3|ABS:V4.3.2|ABS_MEX:V5.0.7|MTP:V13.1.5|FLUOR:V5.1.3|FLUOR_BOTTOM:V5.0.2|FLUOR_MEM:V5.0.7|FLUOR_MEX:V5.0.7,,,,,,
,,,,,,,,,,
Date:,,,,2019-12-19,,,,,,
Time:,,,,3:00 PM,,,,,,
System,,,,DESKTOP-0KND16G,,,,,,
User,,,,DESKTOP-0KND16G\Barnes Lab,,,,,,
Plate,,,,[GRE96ft] - Greiner 96 Flat Transparent Cat. No.: 655101/655161/655192,,,,,,
Lid lifter,,,,Removable lid,,,,,,
Humidity Cassette,,,,No humidity cassette,,,,,,
Smooth mode,,,,Not selected,,,,,,
,,,,,,,,,,
List of actions in this measurement script:,,,,,,,,,,
Plate,,,,,,,,,,
,Absorbance,,,,,Abs600,,,,
,Absorbance,,,,,Abs700,,,,
,Fluorescence Top Reading,,,,,Gain 40,,,,
,Fluorescence Top Reading,,,,,Gain 50,,,,
,Fluorescence Top Reading,,,,,Gain 60,,,,
,Fluorescence Top Reading,,,,,Gain 70,,,,
,Fluorescence Top Reading,,,,,Gain 80,,,,
,Fluorescence Top Reading,,,,,Gain 90,,,,
,Fluorescence Top Reading,,,,,Gain 100,,,,
,Fluorescence Top Reading,,,,,Gain 110,,,,
,Fluorescence Top Reading,,,,,Gain 120,,,,
,,,,,,,,,,
E2,3,32900,,,,,,,,
E3,3,33568,,,,,,,,
E4,3,34235,,,,,,,,
E5,3,34902,,,,,,,,
E6,3,35570,,,,,,,,
E7,3,36238,,,,,,,,
E8,3,36905,,,,,,,,
E9,3,37573,,,,,,,,
E10,3,38241,,,,,,,,
E11,3,38909,,,,,,,,
E12,4,39578,,,,,,,,
F1,3,47606,,,,,,,,
F2,3,46938,,,,,,,,
F3,3,46271,,,,,,,,
F4,3,45603,,,,,,,,
F5,3,44935,,,,,,,,
F6,4,44268,,,,,,,,
F7,4,43601,,,,,,,,
F8,3,42933,,,,,,,,
F9,3,42265,,,,,,,,
F10,3,41597,,,,,,,,
F11,4,40929,,,,,,,,
F12,4,40261,,,,,,,,
G1,3,48291,,,,,,,,
G2,3,48958,,,,,,,,
G3,3,49626,,,,,,,,
G4,3,50294,,,,,,,,
G5,3,50962,,,,,,,,
G6,3,51630,,,,,,,,
G7,4,52297,,,,,,,,
G8,3,52964,,,,,,,,
G9,4,53632,,,,,,,,
G10,3,54300,,,,,,,,
G11,4,54968,,,,,,,,
G12,4,55636,,,,,,,,
H1,3,63668,,,,,,,,
H2,3,63000,,,,,,,,
H3,3,62332,,,,,,,,
H4,3,61664,,,,,,,,
H5,4,60996,,,,,,,,
H6,3,60328,,,,,,,,
H7,3,59659,,,,,,,,
H8,3,58991,,,,,,,,
H9,4,58324,,,,,,,,
H10,3,57656,,,,,,,,
H11,4,56988,,,,,,,,
H12,4,56321,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
End Time,,,,2019-12-19 14:51:14,,,,,,
,,,,,,,,,,
Mode,Fluorescence Top Reading,,,,,,,,,
Name,Gain 70,,,,,,,,,
Excitation,,,,Monochromator,,,,,,
Excitation wavelength,,,,488,nm,,,,,
Excitation bandwidth,,,,20,nm,,,,,
Emission,,,,Monochromator,,,,,,
Emission wavelength,,,,530,nm,,,,,
Emission bandwidth,,,,20,nm,,,,,
Gain,,,,70,Manual,,,,,
Mirror,,,,Automatic (Dichroic 510),,,,,,
Number of flashes,,,,30,,,,,,
Integration time,,,,40,µs,,,,,
Lag time,,,,0,µs,,,,,
Settle time,,,,0,ms,,,,,
Z-Position,,,,20000,µm,,,,,
Z-Position mode,,,,Manual,,,,,,
Part of Plate,,,,A1-H12,,,,,,
,,,,,,,,,,
Start Time,,,,2019-12-19 14:51:32,,,,,,
Temperature,,,,28.7,°C,,,,,
,,,,,,,,,,
<>,Value,Time [ms],,,,,,,,
A1,OVER,0,,,,,,,,
A2,OVER,779,,,,,,,,
A3,43847,1447,,,,,,,,
A4,23877,2115,,,,,,,,
A5,12182,2783,,,,,,,,
A6,6023,3451,,,,,,,,
A7,3013,4119,,,,,,,,
A8,1529,4787,,,,,,,,
A9,769,5455,,,,,,,,
A10,392,6123,,,,,,,,
A11,200,6791,,,,,,,,
A12,10,7458,,,,,,,,
B1,OVER,15490,,,,,,,,
B2,OVER,14822,,,,,,,,
B3,44634,14154,,,,,,,,
B4,23273,13486,,,,,,,,
B5,11803,12819,,,,,,,,
B6,5876,12151,,,,,,,,
B7,2940,11483,,,,,,,,
B8,1494,10815,,,,,,,,
B9,749,10146,,,,,,,,
B10,382,9478,,,,,,,,
B11,196,8811,,,,,,,,
B12,10,8144,,,,,,,,
C1,OVER,16175,,,,,,,,
C2,OVER,16843,,,,,,,,
C3,46379,17510,,,,,,,,
C4,24845,18178,,,,,,,,
C5,13051,18846,,,,,,,,
C6,6681,19514,,,,,,,,
C7,3466,20182,,,,,,,,
C8,1796,20850,,,,,,,,
C9,936,21518,,,,,,,,
C10,490,22186,,,,,,,,
C11,255,22854,,,,,,,,
C12,9,23522,,,,,,,,
D1,OVER,31554,,,,,,,,
D2,OVER,30886,,,,,,,,
D3,44610,30217,,,,,,,,
D4,22537,29549,,,,,,,,
D5,12021,28881,,,,,,,,
D6,5937,28213,,,,,,,,
D7,2950,27546,,,,,,,,
D8,1502,26878,,,,,,,,
D9,756,26210,,,,,,,,
D10,385,25543,,,,,,,,
D11,196,24875,,,,,,,,
D12,9,24207,,,,,,,,
E1,8,32238,,,,,,,,
E2,9,32906,,,,,,,,
E3,9,33573,,,,,,,,
E4,9,34241,,,,,,,,
E5,10,34909,,,,,,,,
E6,10,35577,,,,,,,,
E7,10,36245,,,,,,,,
E8,10,36913,,,,,,,,
E9,10,37580,,,,,,,,
E10,10,38248,,,,,,,,
E11,11,38916,,,,,,,,
E12,10,39585,,,,,,,,
F1,8,47615,,,,,,,,
F2,8,46947,,,,,,,,
F3,10,46279,,,,,,,,
F4,9,45611,,,,,,,,
F5,10,44944,,,,,,,,
F6,10,44277,,,,,,,,
F7,10,43609,,,,,,,,
F8,10,42941,,,,,,,,
F9,10,42274,,,,,,,,
F10,10,41606,,,,,,,,
F11,11,40938,,,,,,,,
F12,11,40270,,,,,,,,
G1,8,48298,,,,,,,,
G2,8,48966,,,,,,,,
G3,9,49634,,,,,,,,
G4,9,50302,,,,,,,,
G5,10,50970,,,,,,,,
G6,10,51638,,,,,,,,
G7,10,52306,,,,,,,,
G8,10,52974,,,,,,,,
G9,10,53642,,,,,,,,
G10,10,54310,,,,,,,,
G11,11,54978,,,,,,,,
G12,11,55646,,,,,,,,
H1,8,63677,,,,,,,,
H2,8,63009,,,,,,,,
H3,9,62342,,,,,,,,
H4,9,61674,,,,,,,,
H5,10,61006,,,,,,,,
H6,10,60337,,,,,,,,
H7,11,59669,,,,,,,,
H8,10,59001,,,,,,,,
H9,10,58334,,,,,,,,
H10,11,57666,,,,,,,,
H11,12,56998,,,,,,,,
H12,12,56330,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
End Time,,,,2019-12-19 14:52:43,,,,,,
,,,,,,,,,,
Mode,Fluorescence Top Reading,,,,,,,,,
Name,Gain 80,,,,,,,,,
Excitation,,,,Monochromator,,,,,,
Excitation wavelength,,,,488,nm,,,,,
Excitation bandwidth,,,,20,nm,,,,,
Emission,,,,Monochromator,,,,,,
Emission wavelength,,,,530,nm,,,,,
Emission bandwidth,,,,20,nm,,,,,
Gain,,,,80,Manual,,,,,
Mirror,,,,Automatic (Dichroic 510),,,,,,
Number of flashes,,,,30,,,,,,
Integration time,,,,40,µs,,,,,
Lag time,,,,0,µs,,,,,
Settle time,,,,0,ms,,,,,
Z-Position,,,,20000,µm,,,,,
Z-Position mode,,,,Manual,,,,,,
Part of Plate,,,,A1-H12,,,,,,
,,,,,,,,,,
Start Time,,,,2019-12-19 14:53:01,,,,,,
Temperature,,,,28.7,°C,,,,,
,,,,,,,,,,
<>,Value,Time [ms],,,,,,,,
A1,OVER,0,,,,,,,,
A2,OVER,778,,,,,,,,
A3,OVER,1447,,,,,,,,
A4,58513,2115,,,,,,,,
A5,30923,2783,,,,,,,,
A6,15300,3451,,,,,,,,
A7,7719,4118,,,,,,,,
A8,3906,4786,,,,,,,,
A9,1958,5454,,,,,,,,
A10,996,6122,,,,,,,,
A11,512,6790,,,,,,,,
A12,24,7458,,,,,,,,
B1,OVER,15489,,,,,,,,
B2,OVER,14821,,,,,,,,
B3,OVER,14153,,,,,,,,
B4,57570,13485,,,,,,,,
B5,30042,12817,,,,,,,,
B6,15006,12149,,,,,,,,
B7,7523,11480,,,,,,,,
B8,3839,10812,,,,,,,,
B9,1939,10145,,,,,,,,
B10,984,9478,,,,,,,,
B11,501,8810,,,,,,,,
B12,24,8142,,,,,,,,
C1,OVER,16172,,,,,,,,
C2,OVER,16840,,,,,,,,
C3,OVER,17508,,,,,,,,
C4,61199,18175,,,,,,,,
C5,33094,18842,,,,,,,,
C6,17089,19510,,,,,,,,
C7,8904,20177,,,,,,,,
C8,4597,20845,,,,,,,,
C9,2385,21513,,,,,,,,
C10,1256,22182,,,,,,,,
C11,654,22850,,,,,,,,
C12,24,23518,,,,,,,,
D1,OVER,31546,,,,,,,,
D2,OVER,30878,,,,,,,,
D3,OVER,30211,,,,,,,,
D4,55531,29543,,,,,,,,
D5,30274,28875,,,,,,,,
D6,15104,28208,,,,,,,,
D7,7575,27541,,,,,,,,
D8,3834,26873,,,,,,,,
D9,1928,26205,,,,,,,,
D10,977,25537,,,,,,,,
D11,501,24869,,,,,,,,
D12,24,24201,,,,,,,,
E1,21,32231,,,,,,,,
E2,21,32899,,,,,,,,
E3,22,33567,,,,,,,,
E4,22,34234,,,,,,,,
E5,24,34901,,,,,,,,
E6,24,35569,,,,,,,,
E7,24,36236,,,,,,,,
E8,25,36904,,,,,,,,
E9,25,37572,,,,,,,,
E10,26,38240,,,,,,,,
E11,25,38908,,,,,,,,
E12,27,39576,,,,,,,,
F1,21,47607,,,,,,,,
F2,22,46939,,,,,,,,
F3,23,46272,,,,,,,,
F4,23,45604,,,,,,,,
F5,24,44936,,,,,,,,
F6,25,44268,,,,,,,,
F7,25,43600,,,,,,,,
F8,25,42932,,,,,,,,
F9,26,42264,,,,,,,,
F10,26,41596,,,,,,,,
F11,26,40928,,,,,,,,
F12,26,40260,,,,,,,,
G1,21,48292,,,,,,,,
G2,21,48959,,,,,,,,
G3,23,49627,,,,,,,,
G4,23,50294,,,,,,,,
G5,24,50962,,,,,,,,
G6,25,51629,,,,,,,,
G7,25,52297,,,,,,,,
G8,25,52965,,,,,,,,
G9,25,53633,,,,,,,,
G10,26,54301,,,,,,,,
G11,27,54969,,,,,,,,
G12,27,55637,,,,,,,,
H1,20,63666,,,,,,,,
H2,21,62998,,,,,,,,
H3,23,62330,,,,,,,,
H4,23,61661,,,,,,,,
H5,25,60993,,,,,,,,
H6,25,60326,,,,,,,,
H7,26,59658,,,,,,,,
H8,25,58990,,,,,,,,
H9,26,58323,,,,,,,,
H10,26,57656,,,,,,,,
H11,28,56988,,,,,,,,
H12,29,56321,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
End Time,,,,2019-12-19 14:54:12,,,,,,
,,,,,,,,,,
Mode,Fluorescence Top Reading,,,,,,,,,
Name,Gain 90,,,,,,,,,
Excitation,,,,Monochromator,,,,,,
Excitation wavelength,,,,488,nm,,,,,
Excitation bandwidth,,,,20,nm,,,,,
Emission,,,,Monochromator,,,,,,
Emission wavelength,,,,530,nm,,,,,
Emission bandwidth,,,,20,nm,,,,,
Gain,,,,90,Manual,,,,,
Mirror,,,,Automatic (Dichroic 510),,,,,,
Number of flashes,,,,30,,,,,,
Integration time,,,,40,µs,,,,,
Lag time,,,,0,µs,,,,,
Settle time,,,,0,ms,,,,,
Z-Position,,,,20000,µm,,,,,
Z-Position mode,,,,Manual,,,,,,
Part of Plate,,,,A1-H12,,,,,,
,,,,,,,,,,
Start Time,,,,2019-12-19 14:54:30,,,,,,
Temperature,,,,28.7,°C,,,,,
,,,,,,,,,,
<>,Value,Time [ms],,,,,,,,
A1,OVER,0,,,,,,,,
A2,OVER,777,,,,,,,,
A3,OVER,1444,,,,,,,,
A4,OVER,2112,,,,,,,,
A5,OVER,2781,,,,,,,,
A6,34939,3449,,,,,,,,
A7,17625,4117,,,,,,,,
A8,8956,4785,,,,,,,,
A9,4547,5453,,,,,,,,
A10,2316,6121,,,,,,,,
A11,1177,6788,,,,,,,,
A12,55,7455,,,,,,,,
B1,OVER,15486,,,,,,,,
B2,OVER,14818,,,,,,,,
B3,OVER,14151,,,,,,,,
B4,OVER,13483,,,,,,,,
B5,OVER,12815,,,,,,,,
B6,34398,12146,,,,,,,,
B7,17242,11478,,,,,,,,
B8,8791,10810,,,,,,,,
B9,4441,10142,,,,,,,,
B10,2260,9474,,,,,,,,
B11,1163,8806,,,,,,,,
B12,57,8139,,,,,,,,
C1,OVER,16170,,,,,,,,
C2,OVER,16837,,,,,,,,
C3,OVER,17504,,,,,,,,
C4,OVER,18172,,,,,,,,
C5,OVER,18840,,,,,,,,
C6,39100,19508,,,,,,,,
C7,20316,20176,,,,,,,,
C8,10539,20843,,,,,,,,
C9,5496,21511,,,,,,,,
C10,2878,22179,,,,,,,,
C11,1509,22848,,,,,,,,
C12,55,23516,,,,,,,,
D1,OVER,31546,,,,,,,,
D2,OVER,30879,,,,,,,,
D3,OVER,30211,,,,,,,,
D4,OVER,29543,,,,,,,,
D5,OVER,28875,,,,,,,,
D6,34764,28207,,,,,,,,
D7,17540,27539,,,,,,,,
D8,8850,26871,,,,,,,,
D9,4446,26203,,,,,,,,
D10,2263,25535,,,,,,,,
D11,1151,24867,,,,,,,,
D12,55,24199,,,,,,,,
E1,47,32231,,,,,,,,
E2,51,32899,,,,,,,,
E3,52,33567,,,,,,,,
E4,55,34235,,,,,,,,
E5,56,34903,,,,,,,,
E6,57,35571,,,,,,,,
E7,57,36239,,,,,,,,
E8,58,36906,,,,,,,,
E9,58,37573,,,,,,,,
E10,58,38241,,,,,,,,
E11,59,38909,,,,,,,,
E12,61,39576,,,,,,,,
F1,49,47608,,,,,,,,
F2,52,46940,,,,,,,,
F3,54,46272,,,,,,,,
F4,54,45604,,,,,,,,
F5,56,44936,,,,,,,,
F6,59,44269,,,,,,,,
F7,58,43601,,,,,,,,
F8,59,42933,,,,,,,,
F9,60,42264,,,,,,,,
F10,61,41596,,,,,,,,
F11,60,40928,,,,,,,,
F12,63,40261,,,,,,,,
G1,49,48292,,,,,,,,
G2,51,48959,,,,,,,,
G3,53,49626,,,,,,,,
G4,54,50294,,,,,,,,
G5,57,50961,,,,,,,,
G6,59,51629,,,,,,,,
G7,59,52297,,,,,,,,
G8,58,52966,,,,,,,,
G9,59,53634,,,,,,,,
G10,58,54302,,,,,,,,
G11,61,54970,,,,,,,,
G12,62,55637,,,,,,,,
H1,49,63667,,,,,,,,
H2,50,62999,,,,,,,,
H3,55,62331,,,,,,,,
H4,54,61663,,,,,,,,
H5,56,60995,,,,,,,,
H6,57,60327,,,,,,,,
H7,60,59659,,,,,,,,
H8,59,58991,,,,,,,,
H9,59,58323,,,,,,,,
H10,61,57655,,,,,,,,
H11,65,56987,,,,,,,,
H12,68,56320,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
End Time,,,,2019-12-19 14:55:41,,,,,,
,,,,,,,,,,
Mode,Fluorescence Top Reading,,,,,,,,,
Name,Gain 100,,,,,,,,,
Excitation,,,,Monochromator,,,,,,
Excitation wavelength,,,,488,nm,,,,,
Excitation bandwidth,,,,20,nm,,,,,
Emission,,,,Monochromator,,,,,,
Emission wavelength,,,,530,nm,,,,,
Emission bandwidth,,,,20,nm,,,,,
Gain,,,,100,Manual,,,,,
Mirror,,,,Automatic (Dichroic 510),,,,,,
Number of flashes,,,,30,,,,,,
Integration time,,,,40,µs,,,,,
Lag time,,,,0,µs,,,,,
Settle time,,,,0,ms,,,,,
Z-Position,,,,20000,µm,,,,,
Z-Position mode,,,,Manual,,,,,,
Part of Plate,,,,A1-H12,,,,,,
,,,,,,,,,,
Start Time,,,,2019-12-19 14:55:59,,,,,,
Temperature,,,,28.9,°C,,,,,
,,,,,,,,,,
<>,Value,Time [ms],,,,,,,,
A1,OVER,0,,,,,,,,
A2,OVER,779,,,,,,,,
A3,OVER,1447,,,,,,,,
A4,OVER,2114,,,,,,,,
A5,OVER,2783,,,,,,,,
A6,OVER,3450,,,,,,,,
A7,37276,4118,,,,,,,,
A8,18874,4786,,,,,,,,
A9,9574,5454,,,,,,,,
A10,4877,6122,,,,,,,,
A11,2485,6790,,,,,,,,
A12,118,7458,,,,,,,,
B1,OVER,15487,,,,,,,,
B2,OVER,14819,,,,,,,,
B3,OVER,14151,,,,,,,,
B4,OVER,13482,,,,,,,,
B5,OVER,12814,,,,,,,,
B6,OVER,12147,,,,,,,,
B7,36139,11480,,,,,,,,
B8,18459,10812,,,,,,,,
B9,9349,10145,,,,,,,,
B10,4753,9478,,,,,,,,
B11,2450,8810,,,,,,,,
B12,120,8143,,,,,,,,
C1,OVER,16169,,,,,,,,
C2,OVER,16837,,,,,,,,
C3,OVER,17505,,,,,,,,
C4,OVER,18173,,,,,,,,
C5,OVER,18841,,,,,,,,
C6,OVER,19509,,,,,,,,
C7,42876,20177,,,,,,,,
C8,22480,20845,,,,,,,,
C9,11693,21513,,,,,,,,
C10,6129,22181,,,,,,,,
C11,3220,22849,,,,,,,,
C12,118,23517,,,,,,,,
D1,OVER,31547,,,,,,,,
D2,OVER,30879,,,,,,,,
D3,OVER,30211,,,,,,,,
D4,OVER,29543,,,,,,,,
D5,OVER,28875,,,,,,,,
D6,OVER,28208,,,,,,,,
D7,36746,27541,,,,,,,,
D8,18812,26873,,,,,,,,
D9,9482,26205,,,,,,,,
D10,4752,25537,,,,,,,,
D11,2425,24869,,,,,,,,
D12,119,24201,,,,,,,,
E1,106,32231,,,,,,,,
E2,108,32898,,,,,,,,
E3,113,33567,,,,,,,,
E4,115,34235,,,,,,,,
E5,119,34902,,,,,,,,
E6,118,35570,,,,,,,,
E7,120,36238,,,,,,,,
E8,121,36906,,,,,,,,
E9,127,37574,,,,,,,,
E10,126,38242,,,,,,,,
E11,125,38910,,,,,,,,
E12,126,39578,,,,,,,,
F1,104,47607,,,,,,,,
F2,107,46939,,,,,,,,
F3,112,46272,,,,,,,,
F4,118,45604,,,,,,,,
F5,119,44936,,,,,,,,
F6,119,44269,,,,,,,,
F7,123,43601,,,,,,,,
F8,125,42932,,,,,,,,
F9,127,42265,,,,,,,,
F10,130,41597,,,,,,,,
F11,126,40929,,,,,,,,
F12,130,40262,,,,,,,,
G1,105,48291,,,,,,,,
G2,107,48959,,,,,,,,
G3,112,49627,,,,,,,,
G4,118,50295,,,,,,,,
G5,119,50963,,,,,,,,
G6,122,51631,,,,,,,,
G7,121,52299,,,,,,,,
G8,127,52967,,,,,,,,
G9,122,53635,,,,,,,,
G10,128,54303,,,,,,,,
G11,130,54971,,,,,,,,
G12,130,55639,,,,,,,,
H1,102,63671,,,,,,,,
H2,108,63003,,,,,,,,
H3,118,62335,,,,,,,,
H4,119,61667,,,,,,,,
H5,120,61000,,,,,,,,
H6,124,60332,,,,,,,,
H7,123,59664,,,,,,,,
H8,126,58996,,,,,,,,
H9,128,58328,,,,,,,,
H10,130,57661,,,,,,,,
H11,138,56993,,,,,,,,
H12,145,56325,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
End Time,,,,2019-12-19 14:57:10,,,,,,
,,,,,,,,,,
Mode,Fluorescence Top Reading,,,,,,,,,
Name,Gain 110,,,,,,,,,
Excitation,,,,Monochromator,,,,,,
Excitation wavelength,,,,488,nm,,,,,
Excitation bandwidth,,,,20,nm,,,,,
Emission,,,,Monochromator,,,,,,
Emission wavelength,,,,530,nm,,,,,
Emission bandwidth,,,,20,nm,,,,,
Gain,,,,110,Manual,,,,,
Mirror,,,,Automatic (Dichroic 510),,,,,,
Number of flashes,,,,30,,,,,,
Integration time,,,,40,µs,,,,,
Lag time,,,,0,µs,,,,,
Settle time,,,,0,ms,,,,,
Z-Position,,,,20000,µm,,,,,
Z-Position mode,,,,Manual,,,,,,
Part of Plate,,,,A1-H12,,,,,,
,,,,,,,,,,
Start Time,,,,2019-12-19 14:57:28,,,,,,
Temperature,,,,29.2,°C,,,,,
,,,,,,,,,,
<>,Value,Time [ms],,,,,,,,
A1,OVER,0,,,,,,,,
A2,OVER,778,,,,,,,,
A3,OVER,1445,,,,,,,,
A4,OVER,2113,,,,,,,,
A5,OVER,2780,,,,,,,,
A6,OVER,3448,,,,,,,,
A7,OVER,4116,,,,,,,,
A8,37851,4785,,,,,,,,
A9,19326,5453,,,,,,,,
A10,9745,6121,,,,,,,,
A11,5010,6788,,,,,,,,
A12,229,7455,,,,,,,,
B1,OVER,15486,,,,,,,,
B2,OVER,14818,,,,,,,,
B3,OVER,14149,,,,,,,,
B4,OVER,13481,,,,,,,,
B5,OVER,12814,,,,,,,,
B6,OVER,12146,,,,,,,,
B7,OVER,11478,,,,,,,,
B8,37094,10810,,,,,,,,
B9,18863,10142,,,,,,,,
B10,9555,9474,,,,,,,,
B11,4931,8806,,,,,,,,
B12,237,8138,,,,,,,,
C1,OVER,16170,,,,,,,,
C2,OVER,16838,,,,,,,,
C3,OVER,17506,,,,,,,,
C4,OVER,18174,,,,,,,,
C5,OVER,18841,,,,,,,,
C6,OVER,19509,,,,,,,,
C7,OVER,20177,,,,,,,,
C8,44672,20845,,,,,,,,
C9,23497,21512,,,,,,,,
C10,12258,22180,,,,,,,,
C11,6396,22847,,,,,,,,
C12,232,23516,,,,,,,,
D1,OVER,31547,,,,,,,,
D2,OVER,30880,,,,,,,,
D3,OVER,30213,,,,,,,,
D4,OVER,29545,,,,,,,,
D5,OVER,28877,,,,,,,,
D6,OVER,28209,,,,,,,,
D7,OVER,27541,,,,,,,,
D8,37594,26873,,,,,,,,
D9,18997,26205,,,,,,,,
D10,9628,25537,,,,,,,,
D11,4891,24869,,,,,,,,
D12,230,24201,,,,,,,,
E1,215,32230,,,,,,,,
E2,219,32898,,,,,,,,
E3,220,33566,,,,,,,,
E4,230,34234,,,,,,,,
E5,236,34903,,,,,,,,
E6,239,35571,,,,,,,,
E7,241,36239,,,,,,,,
E8,241,36906,,,,,,,,
E9,250,37573,,,,,,,,
E10,253,38241,,,,,,,,
E11,251,38908,,,,,,,,
E12,259,39576,,,,,,,,
F1,210,47607,,,,,,,,
F2,216,46940,,,,,,,,
F3,229,46273,,,,,,,,
F4,238,45605,,,,,,,,
F5,238,44937,,,,,,,,
F6,246,44268,,,,,,,,
F7,244,43600,,,,,,,,
F8,248,42932,,,,,,,,
F9,244,42264,,,,,,,,
F10,255,41596,,,,,,,,
F11,254,40928,,,,,,,,
F12,262,40260,,,,,,,,
G1,217,48290,,,,,,,,
G2,213,48958,,,,,,,,
G3,229,49626,,,,,,,,
G4,234,50294,,,,,,,,
G5,240,50961,,,,,,,,
G6,238,51629,,,,,,,,
G7,239,52297,,,,,,,,
G8,245,52964,,,,,,,,
G9,254,53632,,,,,,,,
G10,258,54300,,,,,,,,
G11,260,54968,,,,,,,,
G12,263,55636,,,,,,,,
H1,232,63666,,,,,,,,
H2,220,62998,,,,,,,,
H3,231,62331,,,,,,,,
H4,240,61663,,,,,,,,
H5,243,60995,,,,,,,,
H6,249,60327,,,,,,,,
H7,248,59659,,,,,,,,
H8,255,58991,,,,,,,,
H9,253,58324,,,,,,,,
H10,257,57656,,,,,,,,
H11,277,56988,,,,,,,,
H12,293,56320,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
End Time,,,,2019-12-19 14:58:39,,,,,,
,,,,,,,,,,
Mode,Fluorescence Top Reading,,,,,,,,,
Name,Gain 120,,,,,,,,,
Excitation,,,,Monochromator,,,,,,
Excitation wavelength,,,,488,nm,,,,,
Excitation bandwidth,,,,20,nm,,,,,
Emission,,,,Monochromator,,,,,,
Emission wavelength,,,,530,nm,,,,,
Emission bandwidth,,,,20,nm,,,,,
Gain,,,,120,Manual,,,,,
Mirror,,,,Automatic (Dichroic 510),,,,,,
Number of flashes,,,,30,,,,,,
Integration time,,,,40,µs,,,,,
Lag time,,,,0,µs,,,,,
Settle time,,,,0,ms,,,,,
Z-Position,,,,20000,µm,,,,,
Z-Position mode,,,,Manual,,,,,,
Part of Plate,,,,A1-H12,,,,,,
,,,,,,,,,,
Start Time,,,,2019-12-19 14:58:58,,,,,,
Temperature,,,,28.8,°C,,,,,
,,,,,,,,,,
<>,Value,Time [ms],,,,,,,,
A1,OVER,0,,,,,,,,
A2,OVER,777,,,,,,,,
A3,OVER,1445,,,,,,,,
A4,OVER,2112,,,,,,,,
A5,OVER,2780,,,,,,,,
A6,OVER,3448,,,,,,,,
A7,OVER,4116,,,,,,,,
A8,OVER,4784,,,,,,,,
A9,37039,5452,,,,,,,,
A10,18693,6120,,,,,,,,
A11,9675,6788,,,,,,,,
A12,461,7456,,,,,,,,
B1,OVER,15523,,,,,,,,
B2,OVER,14855,,,,,,,,
B3,OVER,14187,,,,,,,,
B4,OVER,13519,,,,,,,,
B5,OVER,12851,,,,,,,,
B6,OVER,12183,,,,,,,,
B7,OVER,11515,,,,,,,,
B8,OVER,10847,,,,,,,,
B9,36196,10179,,,,,,,,
B10,18280,9512,,,,,,,,
B11,9372,8844,,,,,,,,
B12,457,8176,,,,,,,,
C1,OVER,16206,,,,,,,,
C2,OVER,16874,,,,,,,,
C3,OVER,17541,,,,,,,,
C4,OVER,18209,,,,,,,,
C5,OVER,18877,,,,,,,,
C6,OVER,19545,,,,,,,,
C7,OVER,20213,,,,,,,,
C8,OVER,20881,,,,,,,,
C9,45177,21549,,,,,,,,
C10,23528,22217,,,,,,,,
C11,12369,22885,,,,,,,,
C12,446,23553,,,,,,,,
D1,OVER,31584,,,,,,,,
D2,OVER,30916,,,,,,,,
D3,OVER,30248,,,,,,,,
D4,OVER,29580,,,,,,,,
D5,OVER,28913,,,,,,,,
D6,OVER,28245,,,,,,,,
D7,OVER,27578,,,,,,,,
D8,OVER,26910,,,,,,,,
D9,36427,26242,,,,,,,,
D10,18534,25574,,,,,,,,
D11,9508,24905,,,,,,,,
D12,458,24238,,,,,,,,
E1,412,32268,,,,,,,,
E2,423,32935,,,,,,,,
E3,441,33602,,,,,,,,
E4,434,34269,,,,,,,,
E5,461,34937,,,,,,,,
E6,461,35606,,,,,,,,
E7,458,36274,,,,,,,,
E8,472,36942,,,,,,,,
E9,497,37610,,,,,,,,
E10,478,38278,,,,,,,,
E11,505,38946,,,,,,,,
E12,507,39614,,,,,,,,
F1,418,47647,,,,,,,,
F2,425,46980,,,,,,,,
F3,439,46312,,,,,,,,
F4,442,45644,,,,,,,,
F5,455,44976,,,,,,,,
F6,466,44308,,,,,,,,
F7,494,43641,,,,,,,,
F8,479,42973,,,,,,,,
F9,484,42305,,,,,,,,
F10,497,41637,,,,,,,,
F11,501,40969,,,,,,,,
F12,506,40302,,,,,,,,
G1,421,48332,,,,,,,,
G2,417,48999,,,,,,,,
G3,452,49667,,,,,,,,
G4,463,50335,,,,,,,,
G5,463,51003,,,,,,,,
G6,470,51671,,,,,,,,
G7,490,52339,,,,,,,,
G8,473,53007,,,,,,,,
G9,497,53674,,,,,,,,
G10,493,54342,,,,,,,,
G11,498,55010,,,,,,,,
G12,511,55679,,,,,,,,
H1,439,63708,,,,,,,,
H2,431,63041,,,,,,,,
H3,452,62373,,,,,,,,
H4,457,61705,,,,,,,,
H5,468,61038,,,,,,,,
